date,cfr_62,cfr_65,port_stock_62,port_stock_65,inventories_mt,steel_production_mt,steel_inventories_mt
2026-06-09,99.65,123.0,769.0,852.0,159.0,331.0,4.8
2026-06-10,99.65,128.0,769.0,852.0,,,
2026-06-11,99.65,128.0,769.0,852.0,,,
2026-06-12,99.65,124.0,769.0,852.0,,,
2026-06-15,99.65,123.0,769.0,852.0,,,
2026-06-17,99.65,123.0,769.0,852.0,,,
2026-06-18,99.65,123.0,769.0,852.0,,,
2026-06-22,99.65,130.0,769.0,852.0,,,
2026-06-23,65.0,128.0,769.0,852.0,159.0,416.0,4.7
2026-06-24,65.0,127.0,769.0,852.0,,,
